x,z,level,in_memory,status,full_status,accessible_ready,ticking_ready,entity_ticking_ready,ticket,spawning,block_entity_count,ticking_ticket,ticking_level,block_ticks,fluid_ticks
-16,-11,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, -11])] at 5",true,0,no_ticket,20,0,0
-20,-6,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, -6])] at 5",true,0,no_ticket,19,0,0
-20,-5,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, -5])] at 5",true,0,no_ticket,20,0,0
-19,-5,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, -5])] at 5",true,0,no_ticket,20,0,0
-18,-5,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, -5])] at 5",true,0,no_ticket,20,0,0
-17,-5,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, -5])] at 5",true,0,no_ticket,20,0,0
-16,-5,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, -5])] at 5",true,0,no_ticket,20,0,0
-15,-11,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, -11])] at 5",true,0,no_ticket,20,0,0
-15,-5,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, -5])] at 5",true,0,no_ticket,20,0,0
-14,-11,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -11])] at 5",true,0,no_ticket,21,0,0
-14,-10,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -10])] at 5",true,0,no_ticket,21,0,0
-14,-9,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -9])] at 5",true,0,no_ticket,21,0,0
-14,-8,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -8])] at 5",true,0,no_ticket,21,0,0
-14,-7,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -7])] at 5",true,0,no_ticket,21,0,0
-14,-6,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -6])] at 5",true,2,no_ticket,21,0,0
-14,-5,25,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -5])] at 5",true,0,no_ticket,21,0,0
-21,-12,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -12])] at 5",true,0,no_ticket,21,0,0
-21,-11,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -11])] at 5",true,0,no_ticket,20,1,0
-21,-10,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -10])] at 5",true,0,no_ticket,20,0,0
-20,-12,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, -12])] at 5",true,1,no_ticket,21,0,0
-19,-12,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, -12])] at 5",true,0,no_ticket,21,0,0
-21,-9,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -9])] at 5",true,0,no_ticket,20,0,0
-21,-8,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -8])] at 5",true,0,no_ticket,20,0,0
-18,-12,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, -12])] at 5",true,0,no_ticket,21,0,0
-17,-12,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, -12])] at 5",true,0,no_ticket,21,0,0
-21,-7,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -7])] at 5",true,0,no_ticket,20,0,0
-21,-6,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -6])] at 5",true,0,no_ticket,20,0,0
-16,-12,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, -12])] at 5",true,0,no_ticket,21,0,0
-15,-12,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, -12])] at 5",true,0,no_ticket,21,0,0
-21,-5,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -5])] at 5",true,0,no_ticket,20,0,0
-21,-4,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -4])] at 5",true,0,no_ticket,21,0,0
-20,-4,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, -4])] at 5",true,0,no_ticket,21,0,0
-19,-4,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, -4])] at 5",true,0,no_ticket,21,0,0
-18,-4,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, -4])] at 5",true,0,no_ticket,21,0,2
-17,-4,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, -4])] at 5",true,0,no_ticket,21,0,0
-16,-4,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, -4])] at 5",true,0,no_ticket,21,0,0
-15,-4,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, -4])] at 5",true,0,no_ticket,21,0,0
-14,-12,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -12])] at 5",true,0,no_ticket,21,0,0
-14,-4,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -4])] at 5",true,0,no_ticket,21,0,0
-13,-12,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -12])] at 5",true,0,no_ticket,22,0,0
-13,-11,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -11])] at 5",true,0,no_ticket,22,0,0
-13,-10,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -10])] at 5",true,0,no_ticket,22,0,0
-13,-9,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -9])] at 5",true,0,no_ticket,22,0,0
-13,-8,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -8])] at 5",true,3,no_ticket,22,0,0
-13,-7,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -7])] at 5",true,0,no_ticket,22,0,7
-13,-6,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -6])] at 5",true,0,no_ticket,22,0,0
-13,-5,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -5])] at 5",true,0,no_ticket,22,0,0
-13,-4,26,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -4])] at 5",true,0,no_ticket,22,0,0
-22,-13,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -13])] at 5",true,0,no_ticket,22,0,0
-22,-12,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -12])] at 5",true,1,no_ticket,21,0,0
-22,-11,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -11])] at 5",true,0,no_ticket,21,0,0
-21,-13,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -13])] at 5",true,0,no_ticket,22,0,0
-20,-13,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, -13])] at 5",true,0,no_ticket,22,0,0
-22,-10,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -10])] at 5",true,0,no_ticket,21,0,0
-22,-9,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -9])] at 5",true,0,no_ticket,21,0,0
-19,-13,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, -13])] at 5",true,0,no_ticket,22,0,0
-18,-13,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, -13])] at 5",true,0,no_ticket,22,0,0
-22,-8,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -8])] at 5",true,0,no_ticket,21,0,0
-22,-7,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -7])] at 5",true,0,no_ticket,21,0,0
-17,-13,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, -13])] at 5",true,0,no_ticket,22,0,0
-16,-13,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, -13])] at 5",true,0,no_ticket,22,0,0
-22,-6,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -6])] at 5",true,0,no_ticket,21,0,0
-22,-5,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -5])] at 5",true,0,no_ticket,21,0,0
-15,-13,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, -13])] at 5",true,0,no_ticket,22,0,0
-14,-13,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -13])] at 5",true,0,no_ticket,22,0,0
-22,-4,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -4])] at 5",true,0,no_ticket,21,0,0
-22,-3,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -3])] at 5",true,0,no_ticket,22,0,0
-21,-3,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -3])] at 5",true,0,no_ticket,22,0,0
-20,-3,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, -3])] at 5",true,0,no_ticket,22,0,0
-19,-3,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, -3])] at 5",true,0,no_ticket,22,0,0
-18,-3,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, -3])] at 5",true,0,no_ticket,22,0,0
-17,-3,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, -3])] at 5",true,0,no_ticket,22,0,0
-16,-3,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, -3])] at 5",true,0,no_ticket,22,0,0
-15,-3,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, -3])] at 5",true,0,no_ticket,22,0,0
-14,-3,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -3])] at 5",true,0,no_ticket,22,0,0
-13,-13,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -13])] at 5",true,0,no_ticket,22,0,0
-13,-3,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -3])] at 5",true,0,no_ticket,22,0,0
-12,-13,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -13])] at 5",true,0,no_ticket,23,0,0
-12,-12,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -12])] at 5",true,0,no_ticket,23,0,0
-12,-11,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -11])] at 5",true,0,no_ticket,23,0,0
-12,-10,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -10])] at 5",true,0,no_ticket,23,0,0
-12,-9,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -9])] at 5",true,0,no_ticket,23,0,0
-12,-8,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -8])] at 5",true,0,no_ticket,23,0,0
-12,-7,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -7])] at 5",true,3,no_ticket,23,0,0
-12,-6,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -6])] at 5",true,0,no_ticket,23,0,0
-12,-5,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -5])] at 5",true,0,no_ticket,23,0,0
-12,-4,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -4])] at 5",true,0,no_ticket,23,0,0
-12,-3,27,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -3])] at 5",true,0,no_ticket,23,0,0
-23,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -14])] at 5",false,0,no_ticket,23,0,0
-23,-13,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -13])] at 5",true,0,no_ticket,22,0,0
-23,-12,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -12])] at 5",true,0,no_ticket,22,0,0
-22,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -14])] at 5",true,0,no_ticket,23,1,3
-21,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -14])] at 5",true,0,no_ticket,23,0,0
-23,-11,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -11])] at 5",true,0,no_ticket,22,0,0
-23,-10,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -10])] at 5",true,0,no_ticket,22,0,0
-20,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, -14])] at 5",true,0,no_ticket,23,0,0
-19,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, -14])] at 5",true,0,no_ticket,23,0,0
-23,-9,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -9])] at 5",true,0,no_ticket,22,0,0
-23,-8,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -8])] at 5",true,3,no_ticket,22,0,0
-18,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, -14])] at 5",true,0,no_ticket,23,0,0
-17,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, -14])] at 5",true,0,no_ticket,23,0,0
-23,-7,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -7])] at 5",true,0,no_ticket,22,0,0
-23,-6,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -6])] at 5",true,0,no_ticket,22,0,0
-16,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, -14])] at 5",true,0,no_ticket,23,0,0
-15,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, -14])] at 5",true,0,no_ticket,23,0,10
-23,-5,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -5])] at 5",true,0,no_ticket,22,0,0
-23,-4,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -4])] at 5",true,0,no_ticket,22,0,0
-14,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -14])] at 5",true,0,no_ticket,23,0,0
-13,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -14])] at 5",true,0,no_ticket,23,0,0
-23,-3,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -3])] at 5",true,0,no_ticket,22,0,0
-23,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -2])] at 5",false,0,no_ticket,23,0,0
-22,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -2])] at 5",true,0,no_ticket,23,0,0
-21,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -2])] at 5",true,0,no_ticket,23,0,0
-20,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, -2])] at 5",true,2,no_ticket,23,0,0
-19,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, -2])] at 5",true,0,no_ticket,23,0,0
-18,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, -2])] at 5",true,0,no_ticket,23,0,0
-17,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, -2])] at 5",true,0,no_ticket,23,0,0
-16,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, -2])] at 5",true,0,no_ticket,23,0,0
-15,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, -2])] at 5",true,0,no_ticket,23,0,0
-14,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-14, -2])] at 5",true,0,no_ticket,23,0,0
-13,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-13, -2])] at 5",true,0,no_ticket,23,0,0
-12,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -14])] at 5",false,0,no_ticket,23,0,0
-12,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-12, -2])] at 5",false,0,no_ticket,23,0,0
-11,-14,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -14])] at 5",false,0,no_ticket,24,0,0
-11,-13,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -13])] at 5",false,0,no_ticket,24,0,0
-11,-12,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -12])] at 5",true,0,no_ticket,24,0,0
-11,-11,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -11])] at 5",true,0,no_ticket,24,0,0
-11,-10,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -10])] at 5",true,0,no_ticket,24,0,0
-11,-9,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -9])] at 5",true,0,no_ticket,24,0,0
-11,-8,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -8])] at 5",true,0,no_ticket,24,0,0
-11,-7,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -7])] at 5",true,0,no_ticket,24,0,0
-11,-6,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -6])] at 5",true,0,no_ticket,24,0,0
-11,-5,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -5])] at 5",true,0,no_ticket,24,0,0
-11,-4,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -4])] at 5",true,0,no_ticket,24,0,0
-11,-3,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -3])] at 5",false,0,no_ticket,24,0,0
-11,-2,28,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-11, -2])] at 5",false,0,no_ticket,24,0,0
-24,-15,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -15])] at 5",false,0,no_ticket,24,0,0
-24,-14,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -14])] at 5",false,0,no_ticket,23,0,0
-24,-13,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -13])] at 5",false,0,no_ticket,23,0,0
-23,-15,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-23, -15])] at 5",false,1,no_ticket,24,0,0
-22,-15,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-22, -15])] at 5",false,0,no_ticket,24,0,35
-24,-12,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -12])] at 5",true,0,no_ticket,23,0,0
-24,-11,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -11])] at 5",true,0,no_ticket,23,0,0
-21,-15,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-21, -15])] at 5",true,1,no_ticket,24,0,0
-20,-15,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-20, -15])] at 5",true,0,no_ticket,24,0,0
-24,-10,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -10])] at 5",true,0,no_ticket,23,0,0
-24,-9,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -9])] at 5",true,0,no_ticket,23,0,0
-19,-15,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-19, -15])] at 5",true,0,no_ticket,24,0,0
-18,-15,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-18, -15])] at 5",true,0,no_ticket,24,0,0
-24,-8,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -8])] at 5",true,0,no_ticket,23,0,0
-24,-7,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -7])] at 5",true,0,no_ticket,23,0,0
-17,-15,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-17, -15])] at 5",true,0,no_ticket,24,0,0
-16,-15,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-16, -15])] at 5",true,0,no_ticket,24,0,0
-24,-6,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -6])] at 5",true,0,no_ticket,23,0,0
-24,-5,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-24, -5])] at 5",true,0,no_ticket,23,0,0
-15,-15,29,true,minecraft:full,ENTITY_TICKING,done,done,done,"Ticket[player 31 ([-15, -15])] at 5",true,0,no_ticket,24,0,0
